id./;steamID./;name./;price./;short_descritiption./;genres./;publishers./;roda_linux./;release_date
4099./;321080./;Pirate Hell./;5.99./;PirateHell is a fast arcade shooter set in golden age of piracy. Take command of a sturdy vessel and fight your way to gold, loot and all the pretty things a pirate likes../;Sascha Hartleb./;Action/Adventure./;Nao./;7/11/2014
4100./;321150./;Melissa K. and the Heart of Gold Collector's Edition./;9.99./;Welcome to a beautiful Adventure set in a unique interactive 3D world full of mysterious puzzles and Hidden Objects. Prepare for an unforgettable experience!./;KISS ltd./;Adventure/Casual/Indie./;Nao./;19/9/2014
4101./;321160./;Timber Tennis: Versus./;1.99./;A new addition to the Timberman family - a franchise enjoyed by more than 30 million players! Take part in the annual Timber Tennis world championships - beat the single player campaign or challenge your friends in local and online versus modes!./;Crunching Koalas./;Casual/Indie/Sports./;Nao./;8/11/2018
4102./;321190./;Cho Dengeki Stryker All Ages Version./;34.99./;A boy, helpless to protect that which he cherished... A girl, hopeless in the face of a promise unkept... A man, desperate to escape his finite destiny... A child, forgetting what must not be forgotten... OVERDRIVE presents a brand new super hero epic!./;MangaGamer./;Adventure./;Nao./;19/9/2014
4103./;321260./;Wickland./;0.99./;Wickland is an indie arena shooter heavily inspired by classic FPS games of the 90's. Morph into eight deadly beasts and use their own unique abilities, blaze through maps at insane speed to pick up power-ups, and fight your friends or foes in classic maze-like arena maps, just like the good old days../;Mad Ram Software./;Action/Indie./;Nao./;6/2/2015
4104./;321270./;UNLOVED./;4.99./;Based on the community award-winning Doom2 mod with the same name by the same creator, UNLOVED is reimagined in the Unreal Engine 4 to bring forth the unspeakable terror in new ways. Play coop with your friends, increase your skills, mod your weapons and face the horror that this unearthly place holds..../;Paul Schneider./;Action./;Nao./;29/9/2016
4105./;321290./;Dandelion - Wishes brought to you -./;29.99./;Dandelion -Wishes brought to you- is a female-oriented game developed by Cheritz. The game was released in South Korea in August, 2012. The English translation for Dandelion was released on Nov, 2012. Dandelion is known as a unique dating simulation with a sensational storyline and charming characters../;Cheritz./;Simulation./;Nao./;29/9/2014
4106./;321310./;Zen Fish SIM./;0./;Relax and rediscover your Zen with Zen: Fish Sim for PC and Linux../;KISS ltd./;Indie/Simulation/Early Access./;Sim./;18/9/2014
4107./;321330./;ENYO Arcade./;0./;ENYO is trying to let go of an old Dystopia. It's also a 2d action platformer that does not require destroying things../;www.dev-zoo.net./;Action/Casual/Free to Play/Indie./;Nao./;9/11/2015
4108./;321350./;Fairspace./;8.99./;Fairspace is an amateur developed open-ended space exploration, trading and combat game. A full and rich persistent universe awaits your discovery../;Sub Orbital Software./;Action/Indie/Simulation/Strategy./;Nao./;21/10/2015
4109./;321360./;Primal Carnage: Extinction./;12.99./;Dinosaurs versus humans PvP, choose your side! Engage in chaotic FPS action, or go on a 3rd person dino rampage to reach the top of the food chain. Think fast, or you're extinct../;Circle Five Publishing./;Action/Adventure/Indie./;Nao./;3/4/2015
4110./;321370./;Sign Motion./;9.99./;The story of the kid who escaped from the school crossing sign../;Midnart./;Adventure/Indie./;Sim./;24/10/2014
4111./;321390./;Zone 22./;7.99./;Zone 22 is a First Person RPG where you live within a dystopian society. You're expected to live your life and work for this tyrannic foe. Or you could rebel and eventually lead your people towards freedom!./;Nordic Legacy./;Action/Adventure/Casual/Indie/RPG/Simulation/Early Access./;Nao./;31/7/2015
4112./;321400./;Supraball./;0./;Play football in first person view and develop your own tactics and tricks. Play with up to 9 of your friends or join alone. No Pay2Win!./;Supra Games./;Action/Casual/Free to Play/Indie/Sports./;Nao./;8/2/2019
4113./;321410./;Command: Modern Air / Naval Operations WOTY./;0./;Command: Modern Air/Naval Operations is the ultimate military simulator for modern military conflicts. Designed with a huge emphasis on detail, realism, accuracy and flexibility, Command allows you to simulate and direct any historical or hypothetical air or naval engagement from 1945, at any scale, including strategic nuclear war../;Slitherine Ltd../;Simulation/Strategy./;Nao./;26/9/2014
4114./;321450./;Aquadelic GT./;4.99./;A boat racing game in the style of kart racing – easy to learn, but challenging to master../;Hammerware, s.r.o../;Racing/Simulation./;Nao./;25/3/2015
4115./;321480./;Sigils of Elohim./;0./;Sigils of Elohim is a free mini-game prelude to Croteam’s upcoming first-person puzzler The Talos Principle that challenges players to solve dozens of challenging sigil puzzles under the watchful eye of Elohim../;Devolver Digital./;Casual/Free to Play/Indie/Strategy./;Sim./;13/10/2014
4116./;321490./;MotoGP™14 Compact./;4.99./;Riders, teams and tracks from the MotoGP™ 2014 season brought together in a unique, essential and comprehensive videogame. The MotoGP™14 Compact features a variety of exciting game modes to challenge yourself and your friends on the track, online and off!./;Milestone S.r.l../;Racing/Simulation/Sports./;Nao./;21/11/2014
4117./;321540./;MODO indie 901./;14.99./;Modo indie packs powerful, industry-leading 3D modeling, sculpting, and animation tools into an affordable package that's perfect for developers and freelance game artists../;Foundry./;Animation & Modeling./;Nao./;11/12/2014
4118./;321560./;The Sun and Moon./;6.99./;The Sun and Moon, the winner of Ludum Dare 29, is a platformer with a unique mechanic: you can dive into the ground. Momentum is conserved but gravity is reversed, letting you fling yourself high into the air or deep beneath the surface../;Digerati/Kot in Action Creative Artel./;Action/Indie./;Nao./;14/11/2014
4119./;321600./;The Flying Dutchman./;4.99./;Uncover the mystery of the legendary Ghost Ship The Flying Dutchman!./;Strategy First./;Casual./;Nao./;12/9/2014
4120./;321610./;Demonlisher./;4.99./;Stop Arkana before it is too late!./;Strategy First./;Casual./;Nao./;16/9/2014
4121./;321710./;Battle Of Europe./;9.99./;You must prove that the RAF is a force to be reckoned with!./;Strategy First./;Action./;Nao./;18/9/2014
4122./;321800./;Icewind Dale: Enhanced Edition./;19.99./;Icewind Dale: Enhanced Edition revives the classic RPG with fresh updates for modern players. Build a party of Dungeons &amp; Dragons heroes and explore the frozen tundra in this retro fantasy adventure../;Beamdog./;Adventure/RPG./;Sim./;30/10/2014
4123./;321830./;Cavern Kings./;4.99./;Cavern Kings is an infinite action platformer designed to make every playthrough unique and interesting. Cavern Kings aims to explode with special effects in classical arcade fashion and create interesting synergies with its powerup system../;VINE./;Action/Casual/Indie/Early Access./;Nao./;30/9/2014
4124./;321840./;Rising Angels: Reborn./;0./;Despite determination and skill, Natalie Puccile, a Special Investigations and Tactics officer, has spent her career watching over a listening post in the middle of deep space. After the orders that she has always dreamed of arrive, she finds herself in charge of a small destroyer and tasked with discovering the fate of a missing..../;Sekai Project./;Adventure/Casual/Free to Play/Indie/Simulation./;Sim./;12/9/2014
4125./;321870./;Silence of the Sleep./;4.99./;You play as a man called Jacob Reeves. A man who has lost his reason to live. He throws himself into a blackness to end his misery, but instead of it being the end he wakes up without a memory of his life before../;Jesse Makkonen./;Adventure/Indie./;Nao./;1/10/2014
4126./;321880./;Aveyond 3-3: The Lost Orb./;9.99./;Solve dozens of adventure puzzles and explore an enchanting world. Aveyond: The Lost Orb is packed with monsters, magic, and humor. Destroy an evil orb. Explore forests, deserts, and mountains within the mighty Eldrion Empire. And whatever you do, don’t let the empress know you can cook../;Komodo./;Casual/Indie/RPG./;Nao./;16/1/2015
4127./;321890./;Aveyond 3-4: The Darkthrop Prophecy./;9.99./;In this final installment of the Orbs of Magic series, Te'ijal, Galahad, Edward, Stella, and Mel come together to stop the Darkthrop Prophecy from occurring. Will they succeed?./;Komodo./;Adventure/Casual/Indie/RPG./;Nao./;13/2/2015
4128./;321920./;Schein./;4.99./;Schein is a 2D precision side-scrolling puzzle platformer. Use the magic of light to explore hidden worlds, solve challenging puzzles, and defeat deadly beasts in this award-winning atmospheric action-adventure game../;Meridian4./;Action/Adventure/Indie./;Nao./;9/10/2014
4129./;321940./;Moorhuhn: Tiger and Chicken./;4.99./;For the first time ever, Crazy Chicken in a major action RPG../;Young Fun Studio by Higgs Games GmbH./;Action/Indie/RPG./;Nao./;24/9/2014
4130./;321950./;Yury./;1.99./;For those of you who cannot live without old-style hardcore platformer challenges, Yury brings the ultimate spikes-lava-monsters experience../;Cubic Pie./;Action/Adventure/Indie./;Sim./;9/12/2014
4131./;321960./;Might & Magic® Heroes® VII./;29.99./;Might &amp; Magic® Heroes® VII makes a triumphant return bringing you the essence of turn based strategy gaming. Set in a fantasy universe with RPG progression with a strong story narrative, you will embark on a journey that you will never forget!./;Ubisoft./;RPG/Strategy./;Nao./;29/9/2015
4132./;321980./;Hardland./;24.99./;In the year 1018, an adventurer from Samarkand drifts to Hardland. Solve a mystery by delving into the different sides of this fantasy world. Hardland is a bustling kingdom filled with secrets. A kingdom that wants you to listen../;Mountain Sheep./;Adventure/Indie./;Nao./;17/9/2019
4133./;322030./;Unlimited Escape./;4.99./;'Unlimited escape' is an action / strategy game with unpredictable dynamics. The protagonist of the game will walk and explore endless mazes procedurally generated and will have a single mission: to save the prisoners scattered in the path leading them to the point of rescue../;Strategy First./;Indie./;Nao./;5/2/2015
4134./;322080./;Disorder./;3.99./;A psychological 2D puzzle platformer. You must switch between two versions of the past: dark &amp; light, positive &amp; negative, hope &amp; despair. Every action is innately tied to this dualistic battle. Traverse a surreal landscape of memory to try and mend a fragile mind../;Rooster Teeth Games./;Action/Indie./;Nao./;12/1/2015
4135./;322110./;20XX./;14.99./;20XX is a roguelike action platformer that you can play with a friend. Jump and shoot your way through ever-changing levels, collect awesome new powers, and battle mighty bosses in the name of saving the human race maybe!./;Batterystaple Games./;Action/Indie./;Nao./;16/8/2017
4136./;322130./;Disney Princess: Enchanted Journey./;19.99./;In Disney Princess: Enchanted Journey, players are transported to environments based on classic films as they discover the courage, trust, and friendship needed to become a real princess, while attempting to save each kingdom from evil../;Disney./;Adventure./;Nao./;10/10/2014
4137./;322170./;Geometry Dash./;3.99./;Jump and fly your way through danger in this rhythm-based action platformer!./;RobTop Games./;Action/Indie./;Nao./;22/12/2014
4138./;322190./;SteamWorld Heist./;2.24./;Command a steam-driven pirate crew in a series of epic tactical shootouts in SteamWorld Heist. This is turn-based strategy with a twist: You manually aim the guns of your robots, allowing for insane skill shots and bullet-bouncing action!./;Image & Form Games./;Action/Adventure/Indie/RPG/Strategy./;Sim./;7/6/2016
4139./;322210./;Guns, Gore & Cannoli./;9.99./;Guns, Gore &amp; Cannoli - An over-the-top, comical and fast-paced action game with hand-drawn graphics set in the Roaring Twenties. An all-you-can-shoot fest where you embody Vinnie, a mobster with a mission in a city controlled by gangsters and plagued by zombies. Featuring up to 4-man local co-op../;Rogueside./;Action/Indie./;Nao./;30/4/2015
4140./;322290./;Gurumin: A Monstrous Adventure./;9.99./;Gurumin: A Monstrous Adventure is a cute and clever action RPG featuring real-time combat, 3D graphics, 90+ items, mini-games, multiple endings, a rocking soundtrack, 35+ hours of playtime, tons of fully voiced characters by an all-star cast of voice actors, and more!./;Mastiff./;Action/Adventure/Indie/RPG./;Nao./;30/3/2015
4141./;322300./;The Repopulation./;19.99./;The Repopulation is a Massively Multiplayer Online Role Playing Game in a science fiction setting built heavily upon social aspects, sandbox driven gameplay and in depth crafting systems. CURRENTLY IN ALPHA BUILDS../;Idea Fabrik./;Indie/Massively Multiplayer/RPG/Early Access./;Nao./;22/12/2014
4142./;322330./;Don't Starve Together./;14.99./;Fight, Farm, Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game, Don't Starve../;Klei Entertainment./;Adventure/Indie/Simulation./;Sim./;21/4/2016
4143./;322410./;Bin Weevils Arty Arcade./;5.99./;Paint and make your own fun and exciting designs with Bin Weevils ARTY ARCADE! Have fun and experiment with a vast array of amazing brushes and effects, incorporate your own photos into your designs../;Alternative Software Ltd./;Design & Illustration/Education./;Nao./;5/12/2014
4144./;322430./;Bubonic: Outbreak./;0.99./;You are in debt, your wife and kids have left and you have nothing left to lose, but how far will this take you? It is just another regular day at the office as a private detective and you find on your desk a letter from a friend tipping you off to something good. What will you find? Only time will tell..../;MouldyMattress./;Action/Adventure/Casual/Indie/Simulation/Strategy./;Nao./;12/2/2016
4145./;322440./;Red Goddess: Inner World./;9.99./;Red Goddess is an action adventure platformer. Explore an epic magical world. Unlock powers of Rage and Fear, and fight deadly enemies in fast paced red &amp; blue combat system./;Yanim Studio./;Action/Adventure/Indie./;Nao./;31/8/2015
4146./;322450./;FRAMED Collection./;9.99./;Rearrange the panels of an animated comic book to craft the story of a noir-styled spy adventure in the FRAMED Collection--a compilation of the multi-award winning puzzle games FRAMED and FRAMED 2../;Fellow Traveller./;Adventure/Casual/Indie./;Sim./;17/5/2018
4147./;322520./;DYNASTY WARRIORS 8 Empires./;49.99./;DYNASTY WARRIORS 8 Empires is the latest installment of the 'Empires' series, in which you aim to conquer ancient China using both strategy and the one warrior versus one thousand tactical action the WARRIORS series is known for../;KOEI TECMO GAMES CO., LTD../;Action./;Nao./;26/2/2015
4148./;322540./;Galactic Inheritors./;19.99./;Colonise solar systems and watch them grow. Explore the galaxy to find its strategic choke points. Build up your empire and your fleet and then use the power of the media to prepare your people for the inevitable war. At the same time watch your opponents, keep on an eye on their own media and watch for threats and opportunities../;Plug In Digital/Argonauts Interactive./;Indie/Strategy./;Nao./;9/6/2015
4149./;322550./;StandPoint./;9.99./;Manipulate the world's orientation and discover the truth of the voices around you in this First-Person Puzzle Platformer, Standpoint../;./;Action/Indie./;Sim./;5/3/2015
4150./;322580./;Dungeon Lurk II - Leona./;9.99./;A Story Driven Action Puzzle Adventure Game. Take your time and explore the environment for clues to puzzles. Zoom in to detailed areas to find secrets that allow you to progress in the game. An adventure full of mystery, obstacles, enemies, stories, battles, puzzles, fun and comedy../;Keys of Nine Entertainment./;Adventure/Casual/Indie./;Nao./;27/10/2014
4151./;322630./;Mind Zero./;19.99./;Mind Zero is an action-packed dungeon-crawler RPG. Play as Kei, a high school student whose life turns upside down when he forms a contract with a “MIND,” a weapon/being with deadly powers../;Aksys Games./;RPG./;Nao./;8/3/2016
4152./;322680./;BLACKHOLE./;8.99./;BLACKHOLE is an award-winning hardcore platformer with over 15 hours of story-driven sci-fi comedy and gravity-twisting puzzles. Complete Edition out now!./;Fulqrum Publishing./;Action/Adventure/Indie./;Sim./;27/2/2015
4153./;322750./;Drifting Lands./;4.99./;Drifting Lands is an hybrid of classical horizontal shoot'em'up with a lot of strong gameplay elements coming straight from the action-RPG genre. If you want an original diablo-like game or you want a different kind of shoot'em'up, you're in the right place!./;Alkemi./;Action/Indie/RPG./;Nao./;5/6/2017
4154./;322770./;Vanishing Realms™./;19.99./;Vanishing Realms is an immersive RPG designed exclusively for Virtual Reality. Grab your sword and fight life-sized monsters in epic face-to-face melee combat. Explore mystic domains, outwit magical wards, seek lost artifacts, wield sorcery and steel to take on denizens of the Undead Realm../;Indimo Labs LLC./;Action/Adventure/RPG./;Nao./;23/8/2019
4155./;322780./;Worlds Adrift./;0./;We're tired of endless grinding, mini-maps and predetermined fun. That's why we intend to redefine MMOs and empower our players to find their own destiny, write their own stories, and leave a lasting impression on the world they helped us create. How will you impact it and what will your legacy be?./;Bossa Studios./;Action/Adventure/Indie/Massively Multiplayer/Early Access./;Nao./;24/5/2017
4156./;322850./;Pro Cycling Manager 2015./;4.99./;Become the sporting director of one of the pro cycling circuit's 90 teams, and compete in a thrilling 2015 season. Participate in over 200 competitions (550 stages) and the ultimate challenge: the prestigious Tour de France 2015 and its official route../;Focus Home Interactive./;Simulation/Sports./;Nao./;18/6/2015
4157./;322900./;War, the Game./;6.99./;'War, the Game' is a RTS for pc in realistic present day setting.The controls are intuitive, the game rules are simple and transparent.The game focuses on strategy and the use of ones brain to complete the scenarios.The map is a spherical version of earth. That's new../;GabberGames.com./;Indie/Strategy./;Nao./;12/1/2015
4158./;322910./;Warhammer 40,000: Regicide./;9.99./;Warhammer 40,000: Regicide is a brutal take on one of the greatest turn based strategy games of all time. Regicide fuses multiple phases of gameplay with dynamic action. Maneuver your army into place and unleash a devastating array of tactical abilities to crush your enemies../;Hammerfall Publishing./;Action/Indie/Strategy./;Nao./;8/9/2015
4159./;322920./;theHunter: Primal./;0./;Hunt - Explore - SurviveThe most realistic prehistoric survival game ever created. Featuring a huge Cretaceous environment populated by horrifying dinosaur all-stars, such as T-Rex, Triceratops, Utahraptor, Velociraptor and Quetzalcoatlus../;Expansive Worlds/Avalanche Studios./;Action/Adventure/Simulation./;Nao./;31/3/2015
4160./;322930./;aerofly RC 7./;39.99./;Learn to fly radio controlled (R/C) models with aerofly RC 7. When it comes to learning and improving R/C flying skills, aerofly RC 7 is the number one choice for R/C pilots. Our state of the art physics simulation gives you a stunning level of realism../;IPACS./;Indie/Simulation./;Nao./;6/11/2014
4161./;322950./;Pure Hold'em./;19.99./;Step onto the casino floor, where playing big could mean winning big. Split across 6 different tables, each requiring more skill and determination than the last, Pure Hold’em poker brings all the excitement of the high stakes casino to the convenience of your couch../;Ripstone./;Casual/Indie/Simulation/Sports/Strategy./;Nao./;20/8/2015
4162./;322970./;Subject 13./;9.99./;Play as Franklin Fargo, a quiet physics professor who has led a bitter existence ever since his fiancée died in a holdup in which he was supposed to be the victim. One morning, he wakes up in the middle of an abandoned scientific facility. His only link with the outside world is a voice that calls him 'Subject 13'../;Microids./;Adventure/Indie./;Nao./;28/5/2015
4163./;322980./;Gods vs Humans./;0.54./;Humans are building a tower to reach the Kingdom of the Gods! Embody one of these divinities to foil their attempts. But, be careful not to kill them with your special powers, because your survival depends on their devotion!./;Microids Indie./;Action/Casual/Strategy./;Nao./;10/10/2014
4164./;322990./;Black Viper: Sophia's Fate./;9.99./;Sophia is sent to investigate a suspicious death in a manor belonging to the powerful Octurni family. Cop by day, thief by night, Sofia, aka Black Viper is convinced that this is more than just a robbery gone wrong../;Microids Indie./;Casual./;Nao./;16/10/2014
4165./;323000./;Roaming Fortress./;10.99./;Roaming Fortress is a dynamic new mix of action, strategy, and defensive games that puts your fortress atop a massive Burdenbeast. Upgrade your fortress and crush the enemies that have defiled the Kingdom!./;Brisk Mobile Inc./;Action/Casual/Indie/Strategy./;Nao./;20/11/2014
4166./;323020./;Destructamundo./;4.99./;Destructamundo is a game of chain reactions and massive explosions. Set off a warhead and watch the fireworks as you cause as much widespread damage as possible by setting off long, winding combos that reach throughout the cosmos../;Choice Provisions./;Casual/Indie./;Nao./;28/1/2015
4167./;323040./;Laserlife./;9.99./;Remember what it means to be a human in this interactive biography of a dead astronaut found in deep space by future intelligences who have no concept of humankind../;Choice Provisions./;Indie./;Nao./;22/9/2015
4168./;323060./;Tharsis./;14.99./;Succeeding in Tharsis requires you to make the best of what you have, even if it happens to be a pair of snake eyes. Certain factors may be outside of your control, but that doesn’t mean they can’t be overcome. Tharsis is not a game about facing the odds. It’s a game about changing them../;Choice Provisions./;Indie/RPG/Strategy./;Nao./;11/1/2016
4169./;323190./;Frostpunk./;29.99./;Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?./;11 bit studios./;Simulation/Strategy./;Nao./;24/4/2018
4170./;323240./;The World II: Hunting BOSS./;1.99./;Fight the largest monsters you’ve ever faced while building your destiny as the greatest Hero in the world. China’s biggest Action game series is now available in the west../;Good Games./;Action/RPG./;Nao./;7/11/2014
4171./;323250./;Hexus./;4.99./;Hexus is a unique game that combines Ancient Egypt mysteries: puzzles and strategy. 120 levels, 15 mini-games../;Shaman Games Studio./;Casual/Strategy./;Nao./;17/9/2014
4172./;323260./;Robin's Island Adventure./;4.99./;The player finds himself on a desert island, where he meets the natives, carves a home, builds a ship and ultimately sails back home../;Shaman Games Studio./;Casual./;Nao./;17/9/2014
4173./;323270./;Jane Angel: Templar Mystery./;4.99./;Join enigmatic adventure and help Jane Angel to find the Holy Grail./;Shaman Games Studio./;Casual./;Nao./;17/9/2014
4174./;323280./;Sea Legends: Phantasmal Light Collector's Edition./;4.99./;After yacht crash in a mysterious storm, Jane and Mike found themselves on the coast and separated. Exploring the mysterious island, Jane must figure out what happened to Mike. Hurry, before it will be too late!./;Shaman Games Studio./;Casual./;Nao./;17/9/2014
4175./;323320./;Grow Home./;7.99./;Experience the freedom of unbounded climbing as you take control of BUD, a procedurally animated robot on a quest to save his planet. Create your own path through an alien world as you control and ride a giant plant on a vertical journey to the stars../;Ubisoft./;Adventure/Casual/Indie./;Sim./;4/2/2015
4176./;323380./;The Magic Circle./;19.99./;In this darkly comedic story, you are the hero of an unfinished fantasy game, and your designers have failed you. Steal the power of a game god - trap their creations, swap behaviors and body parts, crafting your own unique solutions to free-form puzzles. Can you release a game ...from the inside?./;Question./;Action/Adventure/Indie/Simulation/Strategy./;Sim./;9/7/2015
4177./;323450./;Alphadia Genesis./;9.99./;Alphadia Genesis chronicles an epic adventure with Fray and his investigative team from the Archleign Kingdom as they set out to solve a mysterious murder case in a nearby city. Immerse yourself in stunning 3D battles!./;KEMCO./;Action/Adventure/RPG./;Nao./;12/1/2015
4178./;323460./;Raiden IV: OverKill./;14.99./;The series that changed the history of arcade shoot’em ups is back with the crazed action of Overkill mode! Instill fear in your enemies with devastating attacks and earn the acclaimed title of Master Ace!./;H2 Interactive Co., Ltd../;Action./;Nao./;2/9/2015
4179./;323470./;DRAGON BALL XENOVERSE./;5.99./;DRAGON BALL XENOVERSE revisits famous battles from the series through your custom Avatar and other classic characters. New features include the mysterious Toki Toki City, new gameplay mechanics, new animations and many other amazing features!./;BANDAI NAMCO Entertainment./;Action./;Nao./;26/2/2015
4180./;323490./;Oblivious Garden ~Carmina Burana./;14.99./;This is a sumptuous palace built for the seven princesses. It is a 'birdcage' glorified with the name 'garden'… Irell Reis was once a famous general leading thousands of soldiers. However, the defeat three years ago cost him everything. Now, he is summoned by the Emperor of Celantu again..../;DigitalEZ./;Adventure/Casual/Indie./;Nao./;12/12/2014
4181./;323580./;Jotun: Valhalla Edition./;14.99./;Jotun is a hand-drawn action-exploration game set in Norse mythology. In Jotun, you play Thora, a Viking warrior who died an inglorious death and must prove herself to the Gods to enter Valhalla. Impress the Gods!./;Thunder Lotus Games./;Action/Adventure/Indie./;Sim./;29/9/2015
4182./;323620./;eden - 3D Screensaver./;6.99./;eden is a 3D Screensaver with great graphics. Discover beautiful environments: From snow-covered Mountains to a day at a sunny Beach../;Maurice Pape./;Utilities./;Sim./;15/9/2014
4183./;323630./;Ubinota./;0./;In a world where inhabitants live in the sky on floating islands made of cubes, a disaster threatens to make the population fall into the depths. Use the magic paint in this puzzle game to stuck cubes together and avoid the disaster../;Plug In Digital./;Indie./;Nao./;4/3/2015
4184./;323670./;Super Indie Karts./;14.99./;Super Indie Karts is a classic retro 16 to 64-bit style karting game, with Time Trials, Grand Prix, SplitscreenGP, and Battle Mania! The game was KickStarted late in 2014 and is aimed for completion in 202x. You don't have to wait until completion though as you can join in now with Early Access!./;One Legged Seagull./;Casual/Indie/Racing/Sports/Early Access./;Sim./;6/5/2015
4185./;323680./;Caffeine./;10.99./;Caffeine is a quirky first person adventure game with environmental puzzles and a dab of psychological horror. Set in the near future, the entire population of Earth is vigorously addicted to coffee. You awaken aboard one of these caffeine mining stations alone../;Incandescent Imaging./;Adventure/Indie./;Sim./;12/10/2015
4186./;323700./;Poltergeist: A Pixelated Horror./;7.99./;Have you ever wondered what it feels to be a ghostly being? Watch them run and scream, scaring them using your intelligence, wit, and with the use of powers like possessions, spectres, altering objects and more. Have fun and play with the occult... and become a Poltergeist!./;Glitchy Pixel./;Casual/Indie./;Sim./;20/10/2014
4187./;323720./;Decay: The Mare./;0.84./;Sam is an addict who ends up in an institution named “Reaching Dreams”, hoping to kick his drug problem and sort out his miserable life. But during the first night, something goes horribly wrong and he gets stuck in an endless nightmare…./;Daedalic Entertainment./;Adventure/Indie./;Sim./;13/2/2015
4188./;323780./;Fireworks Simulator./;11.99./;Fireworks fascination - All eyes are on the sky, the music starts, the first spectacular effects explode high in the air, open mouths, loud 'Ooohs' and 'Aaahs' from the crowd. Anyone who's ever witnessed live fireworks knows just how spellbinding a well put-together display can be. Attention, all firework fans!./;rondomedia GmbH./;Simulation./;Nao./;26/11/2014
4189./;323850./;Move or Die./;14.99./;Move or Die is an absurdly fast-paced, 4-player local and online party game where the mechanics change every 20 seconds. The very definition of a perfect friendship-ruining game../;Those Awesome Guys./;Action/Indie./;Sim./;21/1/2016
4190./;323900./;March of War: FaceOff - M./;0./;The Battlefield Card Game with a roguish community. Come join us and immerse yourself in an alt history Steampunk universe where the impossible is possible. Choose the faction that complements your play style, build a devious deck &amp; battle your opponent across the battlefield. + iOS &amp; Android../;ISOTX./;Casual/Free to Play/Indie/Strategy./;Nao./;16/7/2015
4191./;323910./;SteamVR Performance Test./;0./;Check whether your system is VR Ready, and if not, whether its capabilities are bound by Graphics Card, CPU, or both../;./;Utilities./;Nao./;22/2/2016
4192./;323950./;Ethan: Meteor Hunter./;9.99./;Freeze time and manipulate the world with endless possibilities: build the solution YOU want where nothing is scripted and levels can be solved in multiple ways. When Super Meat Boy meets Braid, you may die repeatedly and enjoy it!./;Seaven Studio./;Action/Indie./;Nao./;7/2/2014
4193./;324070./;iO./;4.99./;iO is an abstract physics platformer about size and speed. Grow bigger and smaller in order to solve some of the trickiest puzzles. Reach the exit as quickly as possible and grab a gold medal as your reward!./;Gamious./;Action/Indie/Racing./;Sim./;5/12/2014
4194./;324080./;Rising World./;14.99./;Rising World is a voxel based open-world sandbox game, featuring a procedurally generated world, playable in single and multi-player../;JIW-Games./;Action/Adventure/Indie/RPG/Early Access./;Sim./;3/12/2014
4195./;324090./;Football Club Simulator - FCS #21./;9.95./;Casual football &amp; strategy videogame. Real-time simulation of your favourite football Club. Agile, intuitive, fast... allows you to play seasons in hours, not days: line-up, training, tactics, youth squad, scout, transfers, stadium, highlights, Strategic match... From the Premier Manager creators../;FX Interactive./;Casual/Simulation/Sports/Strategy./;Nao./;4/3/2016
4196./;324110./;Moto Racer Collection./;9.99./;The complete Moto Racer series together in a single package featuring the original Moto Racer, Moto Racer 2 , Moto Racer 3 Gold Edition and Moto Racer15th Anniversary titles.'./;Microids./;Racing/Sports./;Nao./;2/10/2014
4197./;324120./;Verde Station./;0./;What do you trust most — what you see, what you're told, or your instincts? On a year long solo mission aboard Verde Station, you will test your wits and question everything, but you may not find answers. Welcome to solitude../;Duelboot./;Adventure/Casual/Indie./;Sim./;18/12/2014
4198./;324140./;Kalimba./;9.99./;Jump, switch and fly your way through mind-bending subterranean puzzles in this stunning new platforming adventure from the award-winning Press Play!./;Xbox Game Studios./;Action/Casual./;Nao./;22/4/2015
4199./;324160./;CLANNAD./;44.99./;From the world renowned visual novel studio Key, the highly rated story of CLANNAD is now available on Steam! Improved visuals, achievement integration, and Dangopedia make this the best version of CLANNAD to date../;Sekai Project./;Adventure/Casual./;Nao./;23/11/2015
4200./;324170./;Pyrite Heart./;4.99./;When a feud with her brother gets too hot, Princess Ahri Remono, a young woman with a heart of fire, accepts a challenge that she cannot thrive in the world outside the Imperial Palace. In her first day in class, the boisterous princess finds a potential rival in the student body president../;Winged Cloud./;Nudity/Indie./;Sim./;25/9/2014
4201./;324190./;CodeSpells./;4.99./;Craft any magical spell you can imagine using the most powerful tool there is: code. CodeSpells is currently an unguided, sandbox experience for the bravest wizards who want to help the developers steer the game's development../;ThoughtSTEM, LLC./;Action/Adventure/Indie/Simulation/Early Access./;Nao./;18/9/2015
4202./;324240./;I Will Escape./;0.99./;Leave the prison undetected. You will be faced with different types of danger, such as guards, dogs, security cameras and helicopters. Brian has to jump, hang, crawl, kick and climb his way out or hide. He will have to use the environment and it's objects to distract his enemies and set them on the wrong track../;Blue Label Studio./;Action/Adventure/Indie./;Nao./;22/12/2014
